trade_id,timestamp,symbol,quantity,price,buyer_id,seller_id,trade_status
TRD000030,2024-01-15T16:06:12.000Z,META,6669,67.34,BUY26,SEL33,EXECUTED
TRD000031,2024-01-15T18:09:27.000Z,INVALID_SYM,3658,119.83,BUY7,SEL9,EXECUTED
TRD000032,1/15/2024 9:55:29,AAPL,4131,192.65,BUY19,SEL30,EXECUTED
TRD000033,1705347609,INVALID_SYM,5094,205.81,BUY42,SEL42,EXECUTED
TRD000034,2024-01-15T15:56:41.000Z,INVALID_SYM,4613,265.47999999,BUY6,SEL7,EXECUTED
TRD000035,1705331836,TSLA,6266,313.80,BUY48,SEL12,EXECUTED
TRD000036,1705347499,INVALID_SYM,1634,131.27,BUY41,SEL3,EXECUTED
TRD000037,1/15/2024 13:11:45,META,2303,217.29,BUY29,SEL49,CANCELLED
TRD000038,2024-01-15T14:42:43.000Z,AMZN,2900,96.61,BUY27,SEL47,EXECUTED
TRD000039,1/15/2024 11:31:35,AAPL,4101,491.97,BUY3,SEL3,EXECUTED
TRD000040,2024-01-15T18:25:00.000Z,AAPL,7459,149.21999999000002,BUY6,SEL50,CANCELLED
TRD000041,2024-01-15T20:45:05.000Z,INVALID_SYM,5101,195.32,BUY33,SEL36,EXECUTED
TRD000042,2024-01-15T16:32:16.000Z,JPM,5384,63.50,BUY50,SEL20,EXECUTED
TRD000043,1/15/2024 15:29:11,AMZN,1039,445.44999999,BUY48,SEL49,EXECUTED
TRD000044,2024-01-15T14:02:15.000Z,BAC,1871,183.44,BUY36,SEL9,EXECUTED
TRD000045,1/15/2024 15:49:7,BAC,9451,151.92,BUY26,SEL14,EXECUTED
TRD000045,1/15/2024 15:49:7,BAC,9451,151.92,BUY26,SEL14,EXECUTED
TRD000046,2024-01-15T18:55:52.000Z,INVALID_SYM,6963,53.05,BUY28,SEL37,EXECUTED
TRD000047,1705347422,TSLA,3150,527.62,BUY6,SEL39,EXECUTED
TRD000048,1/15/2024 14:18:59,MSFT,4463,66.60,BUY42,SEL36,EXECUTED
TRD000048,1/15/2024 14:18:59,MSFT,4463,66.60,BUY42,SEL36,EXECUTED
TRD000049,2024-01-15T14:14:22.000Z,AMZN,4847,135.81,BUY26,SEL27,CANCELLED
TRD000050,1705350579,TSLA,5661,282.14999998999997,BUY11,SEL7,CANCELLED
TRD000051,1/15/2024 12:15:49,JPM,10084,253.29,BUY6,SEL39,EXECUTED
TRD000052,2024-01-15T20:20:49.000Z,JPM,4398,410.31,BUY10,SEL7,EXECUTED
TRD000053,1705333700,GOOGL,6298,208.08,BUY4,SEL2,EXECUTED
TRD000054,1/15/2024 10:22:24,AMZN,2603,115.71,BUY11,SEL48,EXECUTED
TRD000055,2024-01-15T18:12:35.000Z,AAPL,6666,220.81,BUY47,SEL42,EXECUTED
TRD000056,1/15/2024 9:16:25,AMZN,3277,163.76,BUY22,SEL23,CANCELLED
TRD000057,1705338550,META,4409,405.76,BUY5,SEL27,EXECUTED
TRD000058,1705348601,GOOGL,4424,451.08,BUY13,SEL38,EXECUTED
TRD000059,2024-01-15T20:08:52.000Z,BAC,4436,181.89,BUY16,SEL12,EXECUTED
TRD000060,2024-01-15T16:23:47.000Z,NVDA,2868,285.49,BUY6,SEL24,EXECUTED
TRD000060,2024-01-15T16:23:47.000Z,NVDA,2868,285.49,BUY6,SEL24,EXECUTED
TRD000061,2024-01-15T16:02:32.000Z,TSLA,8937,464.77,BUY30,SEL9,EXECUTED
TRD000062,2024-01-15T16:07:22.000Z,NVDA,828,504.07,BUY33,SEL50,CANCELLED
TRD000063,1/15/2024 12:50:27,GOOGL,9445,538.58,BUY12,SEL36,EXECUTED
TRD000064,2024-01-15T14:33:56.000Z,JPM,6681,180.70,BUY26,SEL42,EXECUTED
TRD000065,2024-01-15T20:46:23.000Z,BAC,5477,480.79,BUY41,SEL33,EXECUTED
TRD000066,2024-01-15T15:44:57.000Z,AAPL,1351,57.04,BUY1,SEL21,EXECUTED
TRD000067,2024-01-15T20:48:09.000Z,TSLA,6640,465.87,BUY23,SEL1,EXECUTED
TRD000068,1705338095,GOOGL,825,99.88,BUY14,SEL35,EXECUTED
TRD000069,1/15/2024 12:5:31,AAPL,2711,351.66,BUY10,SEL3,EXECUTED
TRD000070,1/15/2024 12:35:38,META,1069,326.76,BUY14,SEL25,EXECUTED
TRD000071,2024-01-15T14:43:15.000Z,BAC,816,346.11,BUY47,SEL3,EXECUTED
TRD000072,2024-01-15T19:51:14.000Z,NVDA,3503,167.16999999,BUY15,SEL4,EXECUTED
TRD000072,2024-01-15T19:51:14.000Z,NVDA,3503,167.16999999,BUY15,SEL4,EXECUTED
TRD000073,1/15/2024 11:33:8,INVALID_SYM,6630,257.37,BUY22,SEL26,CANCELLED
TRD000074,2024-01-15T16:20:08.000Z,INVALID_SYM,613,244.05,BUY29,SEL18,CANCELLED
TRD000075,2024-01-15T20:39:31.000Z,INVALID_SYM,3253,90.85,BUY43,SEL24,EXECUTED
TRD000076,1/15/2024 10:48:17,META,3641,,BUY12,SEL9,EXECUTED
TRD000077,2024-01-15T18:31:25.000Z,INVALID_SYM,486,400.53,BUY6,SEL10,EXECUTED
TRD000078,2024-01-15T20:15:52.000Z,TSLA,1769,280.09999998999996,BUY40,SEL41,EXECUTED
TRD000078,2024-01-15T20:15:52.000Z,TSLA,1769,280.09999998999996,BUY40,SEL41,EXECUTED
TRD000079,2024-01-15T15:56:50.000Z,TSLA,,195.44,BUY42,SEL38,EXECUTED
TRD000080,1/15/2024 9:34:59,NVDA,7865,119.12,BUY15,SEL49,CANCELLED
TRD000080,1/15/2024 9:34:59,NVDA,7865,119.12,BUY15,SEL49,CANCELLED
TRD000081,1705336040,AMZN,4817,258.48,BUY18,SEL15,EXECUTED
TRD000082,2024-01-15T19:26:56.000Z,INVALID_SYM,5560,54.54,BUY29,SEL24,EXECUTED
TRD000083,2024-01-15T18:18:22.000Z,TSLA,7335,371.20,BUY47,SEL45,EXECUTED
TRD000084,2024-01-15T18:42:26.000Z,TSLA,2021,269.30,BUY26,SEL38,CANCELLED
TRD000085,1705335953,AAPL,8386,307.57,BUY10,SEL1,EXECUTED
TRD000086,2024-01-15T17:19:20.000Z,BAC,2481,397.15,BUY27,SEL41,EXECUTED
TRD000087,2024-01-15T18:24:50.000Z,NVDA,5822,433.52,BUY16,SEL7,EXECUTED
TRD000088,2024-01-15T20:44:37.000Z,NVDA,2286,222.23,BUY27,SEL32,EXECUTED
TRD000089,2024-01-15T14:04:42.000Z,INVALID_SYM,763,403.96,BUY34,SEL15,EXECUTED
TRD000090,2024-01-15T16:07:36.000Z,BAC,5157,214.56,BUY49,SEL49,EXECUTED
TRD000091,1705347976,AAPL,3328,487.46,BUY25,SEL30,EXECUTED
TRD000092,2024-01-15T20:56:27.000Z,BAC,2816,298.75,BUY32,SEL16,EXECUTED
TRD000093,2024-01-15T16:15:41.000Z,META,430,93.92,BUY28,SEL39,CANCELLED
TRD000094,1705336499,MSFT,,455.66999999,BUY42,SEL30,EXECUTED
TRD000094,1705336499,MSFT,,455.66999999,BUY42,SEL30,EXECUTED
TRD000095,2024-01-15T18:30:46.000Z,NVDA,8514,443.42,BUY46,SEL48,EXECUTED
TRD000096,2024-01-15T15:51:59.000Z,INVALID_SYM,6854,420.08,BUY16,SEL25,EXECUTED
TRD000097,2024-01-15T15:08:07.000Z,NVDA,6373,333.02,BUY50,SEL2,EXECUTED
TRD000098,2024-01-15T19:12:56.000Z,NVDA,4705,451.08,BUY14,SEL25,CANCELLED
TRD000099,1705340309,INVALID_SYM,4860,392.23,BUY25,SEL22,CANCELLED
TRD000100,2024-01-15T17:57:07.000Z,GOOGL,2636,134.04,BUY14,SEL42,CANCELLED
TRD000101,2024-01-15T20:52:26.000Z,META,8225,487.65,BUY12,SEL41,EXECUTED
TRD000102,1705331514,MSFT,1502,525.09,BUY11,SEL13,CANCELLED
TRD000103,1705350680,JPM,234,457.85999999,BUY41,SEL6,EXECUTED
TRD000104,2024-01-15T15:14:14.000Z,AAPL,4924,309.53999998999996,BUY17,SEL44,EXECUTED
TRD000105,2024-01-15T20:21:43.000Z,GOOGL,6063,194.40,BUY1,SEL5,EXECUTED
TRD000106,2024-01-15T20:29:41.000Z,TSLA,5170,138.58,BUY10,SEL17,EXECUTED
TRD000107,2024-01-15T16:40:34.000Z,JPM,5130,332.31,BUY9,SEL7,CANCELLED
TRD000108,1705327731,AAPL,8270,386.02,BUY21,SEL31,CANCELLED
TRD000109,2024-01-15T19:07:58.000Z,BAC,8158,129.74,BUY2,SEL7,EXECUTED
TRD000110,2024-01-15T15:33:14.000Z,JPM,,347.56,BUY44,SEL26,EXECUTED
TRD000111,2024-01-15T18:54:00.000Z,GOOGL,3223,541.06,BUY28,SEL19,EXECUTED
TRD000112,2024-01-15T20:17:34.000Z,BAC,1673,448.44,BUY39,SEL11,EXECUTED
TRD000113,2024-01-15T17:21:58.000Z,META,4835,177.35,BUY41,SEL17,EXECUTED
TRD000114,2024-01-15T15:24:30.000Z,AMZN,7464,267.44999999,BUY18,SEL33,CANCELLED
TRD000114,2024-01-15T15:24:30.000Z,AMZN,7464,267.44999999,BUY18,SEL33,CANCELLED
TRD000115,2024-01-15T18:53:22.000Z,NVDA,9536,424.80,BUY38,SEL28,EXECUTED
TRD000116,2024-01-15T16:30:24.000Z,INVALID_SYM,7788,509.73,BUY38,SEL17,EXECUTED
TRD000117,2024-01-15T14:47:44.000Z,GOOGL,1372,360.59,BUY33,SEL34,EXECUTED
TRD000117,2024-01-15T14:47:44.000Z,GOOGL,1372,360.59,BUY33,SEL34,EXECUTED
TRD000118,2024-01-15T19:18:50.000Z,AMZN,4389,365.77,BUY2,SEL43,EXECUTED
TRD000119,2024-01-15T14:57:46.000Z,JPM,7543,535.32,BUY44,SEL24,EXECUTED
TRD000119,2024-01-15T14:57:46.000Z,JPM,7543,535.32,BUY44,SEL24,EXECUTED
TRD000120,2024-01-15T16:24:37.000Z,AAPL,2473,306.14,BUY16,SEL32,CANCELLED
TRD000121,1/15/2024 14:26:28,META,6529,315.34,BUY24,SEL46,CANCELLED
TRD000122,2024-01-15T16:17:01.000Z,BAC,681,276.87,BUY3,SEL15,EXECUTED
TRD000123,1705345572,BAC,4246,297.02,BUY40,SEL40,EXECUTED
TRD000124,2024-01-15T16:46:40.000Z,TSLA,3284,121.79,BUY7,SEL7,EXECUTED
TRD000124,2024-01-15T16:46:40.000Z,TSLA,3284,121.79,BUY7,SEL7,EXECUTED
TRD000125,2024-01-15T20:29:47.000Z,AAPL,8552,62.18999999,BUY43,SEL36,CANCELLED
TRD000126,1/15/2024 11:1:51,TSLA,5183,195.48,BUY41,SEL9,EXECUTED
TRD000127,2024-01-15T18:02:43.000Z,TSLA,8662,386.09,BUY8,SEL3,EXECUTED
TRD000128,2024-01-15T15:16:50.000Z,TSLA,,92.20,BUY34,SEL49,EXECUTED
TRD000129,2024-01-15T18:43:48.000Z,JPM,895,203.07,BUY15,SEL4,EXECUTED
TRD000129,2024-01-15T18:43:48.000Z,JPM,895,203.07,BUY15,SEL4,EXECUTED
TRD000130,2024-01-15T15:36:41.000Z,AMZN,829,78.61,BUY12,SEL18,CANCELLED
TRD000130,2024-01-15T15:36:41.000Z,AMZN,829,78.61,BUY12,SEL18,CANCELLED
TRD000131,1/15/2024 13:54:49,MSFT,2206,365.24,BUY13,SEL20,EXECUTED
TRD000132,2024-01-15T15:42:45.000Z,MSFT,7078,56.30,BUY3,SEL2,EXECUTED
TRD000133,1705333599,AAPL,4704,503.04999999,BUY27,SEL45,CANCELLED
TRD000134,2024-01-15T17:38:38.000Z,JPM,2365,458.97,BUY41,SEL36,EXECUTED
TRD000135,1705344943,BAC,9945,480.79,BUY37,SEL9,CANCELLED
TRD000136,2024-01-15T15:30:09.000Z,JPM,8142,246.48,BUY42,SEL15,EXECUTED
TRD000137,2024-01-15T14:54:51.000Z,JPM,9435,441.08,BUY48,SEL12,EXECUTED
TRD000138,1705345085,GOOGL,639,421.99,BUY14,SEL32,EXECUTED
TRD000139,1/15/2024 12:37:59,INVALID_SYM,5464,207.12,BUY25,SEL15,CANCELLED
TRD000140,2024-01-15T18:56:20.000Z,TSLA,6141,302.26,BUY16,SEL41,EXECUTED
TRD000141,2024-01-15T15:17:12.000Z,AAPL,669,149.99,BUY50,SEL34,CANCELLED
TRD000142,1/15/2024 11:26:3,AMZN,4342,313.09,BUY45,SEL21,CANCELLED
TRD000143,2024-01-15T15:36:08.000Z,GOOGL,2974,300.51,BUY35,SEL18,EXECUTED
TRD000143,2024-01-15T15:36:08.000Z,GOOGL,2974,300.51,BUY35,SEL18,EXECUTED
TRD000144,1705331593,NVDA,4804,400.17,BUY38,SEL50,EXECUTED
TRD000145,2024-01-15T14:47:26.000Z,NVDA,8873,179.64,BUY31,SEL23,EXECUTED
TRD000146,2024-01-15T19:06:01.000Z,AAPL,5169,235.36999999000003,BUY16,SEL38,CANCELLED
TRD000147,1705335625,AMZN,231,253.82,BUY39,SEL6,EXECUTED
TRD000148,2024-01-15T19:14:08.000Z,META,7521,505.09,BUY19,SEL12,CANCELLED
TRD000149,1/15/2024 9:11:55,TSLA,7572,,BUY25,SEL33,EXECUTED
TRD000150,2024-01-15T17:37:28.000Z,AMZN,8477,94.87,BUY5,SEL32,EXECUTED
TRD000150,2024-01-15T17:37:28.000Z,AMZN,8477,94.87,BUY5,SEL32,EXECUTED
TRD000151,2024-01-15T18:51:30.000Z,JPM,920,247.17,BUY38,SEL24,EXECUTED
TRD000152,1705329620,INVALID_SYM,3816,390.88,BUY42,SEL38,EXECUTED
TRD000153,2024-01-15T20:21:37.000Z,GOOGL,4524,326.99,BUY24,SEL22,EXECUTED
TRD000154,2024-01-15T18:31:52.000Z,META,1517,346.67,BUY12,SEL38,EXECUTED
TRD000155,1705349378,GOOGL,6064,,BUY33,SEL23,EXECUTED
TRD000156,1/15/2024 11:14:27,MSFT,3075,541.10,BUY36,SEL33,EXECUTED
TRD000157,1/15/2024 13:54:3,META,9725,142.95,BUY4,SEL18,EXECUTED
TRD000158,2024-01-15T16:38:53.000Z,TSLA,3105,357.70,BUY15,SEL25,CANCELLED
TRD000158,2024-01-15T16:38:53.000Z,TSLA,3105,357.70,BUY15,SEL25,CANCELLED
TRD000159,2024-01-15T17:26:39.000Z,TSLA,1366,116.63,BUY41,SEL18,EXECUTED
TRD000160,2024-01-15T16:54:53.000Z,MSFT,4764,171.04,BUY5,SEL18,EXECUTED
TRD000161,2024-01-15T20:31:42.000Z,INVALID_SYM,2076,514.35,BUY25,SEL37,CANCELLED
TRD000162,1705350924,TSLA,6259,517.34,BUY29,SEL28,EXECUTED
TRD000163,1/15/2024 11:58:59,INVALID_SYM,7464,325.18,BUY15,SEL8,EXECUTED
TRD000164,1/15/2024 15:14:11,META,9666,125.67,BUY38,SEL1,EXECUTED
TRD000165,2024-01-15T19:58:20.000Z,GOOGL,9265,408.38,BUY33,SEL47,EXECUTED
TRD000166,1/15/2024 11:45:19,META,7031,491.06999999,BUY22,SEL13,EXECUTED
TRD000167,1705328181,JPM,2630,102.61,BUY18,SEL46,EXECUTED
TRD000168,2024-01-15T19:57:28.000Z,AMZN,2060,532.71,BUY23,SEL9,EXECUTED
TRD000168,2024-01-15T19:57:28.000Z,AMZN,2060,532.71,BUY23,SEL9,EXECUTED
TRD000169,1/15/2024 15:44:0,GOOGL,7676,512.49,BUY37,SEL39,EXECUTED
TRD000170,2024-01-15T19:47:59.000Z,AMZN,6251,363.02,BUY24,SEL14,EXECUTED
TRD000171,2024-01-15T15:51:57.000Z,AMZN,2072,70.52,BUY28,SEL49,EXECUTED
TRD000172,1705333417,INVALID_SYM,2051,316.26,BUY25,SEL5,EXECUTED
TRD000173,2024-01-15T19:06:16.000Z,TSLA,8199,61.04,BUY49,SEL32,EXECUTED
TRD000174,1705348682,NVDA,4900,372.43,BUY17,SEL6,EXECUTED
TRD000175,1/15/2024 13:40:12,NVDA,2522,330.46,BUY18,SEL38,EXECUTED
TRD000176,1/15/2024 10:25:28,BAC,281,253.87,BUY28,SEL46,EXECUTED
TRD000177,1/15/2024 11:23:18,JPM,1566,122.63,BUY31,SEL35,EXECUTED
TRD000178,2024-01-15T18:06:38.000Z,TSLA,3123,410.26,BUY1,SEL7,EXECUTED
TRD000179,1705338894,AAPL,262,288.11,BUY10,SEL49,EXECUTED
TRD000179,1705338894,AAPL,262,288.11,BUY10,SEL49,EXECUTED
TRD000180,1705348490,INVALID_SYM,2439,288.53,BUY24,SEL16,EXECUTED
TRD000181,2024-01-15T16:29:39.000Z,INVALID_SYM,1706,182.74,BUY2,SEL39,EXECUTED
TRD000182,1/15/2024 15:38:49,NVDA,3607,324.54,BUY29,SEL1,EXECUTED
TRD000182,1/15/2024 15:38:49,NVDA,3607,324.54,BUY29,SEL1,EXECUTED
TRD000183,1705343216,AAPL,4082,520.53,BUY9,SEL7,EXECUTED
TRD000184,2024-01-15T18:43:22.000Z,INVALID_SYM,4888,142.48,BUY9,SEL47,EXECUTED
TRD000185,2024-01-15T19:46:10.000Z,AMZN,5158,320.92,BUY4,SEL38,EXECUTED
TRD000186,2024-01-15T20:20:05.000Z,AAPL,887,323.61,BUY41,SEL16,EXECUTED
TRD000187,2024-01-15T20:09:14.000Z,NVDA,2778,239.27,BUY13,SEL1,EXECUTED
TRD000188,2024-01-15T17:10:01.000Z,TSLA,6747,228.63,BUY12,SEL6,CANCELLED
TRD000189,2024-01-15T20:35:38.000Z,JPM,9564,350.23,BUY20,SEL12,EXECUTED
TRD000190,1705351210,NVDA,7040,129.22,BUY22,SEL1,EXECUTED
TRD000191,1705333619,AMZN,5591,466.81,BUY12,SEL2,EXECUTED
TRD000192,2024-01-15T20:09:52.000Z,MSFT,2958,421.36,BUY47,SEL26,EXECUTED
TRD000193,1705331180,BAC,8738,371.83,BUY37,SEL18,CANCELLED
TRD000194,2024-01-15T15:39:57.000Z,TSLA,3622,478.46,BUY33,SEL30,EXECUTED
TRD000195,2024-01-15T16:37:17.000Z,INVALID_SYM,4125,292.07,BUY27,SEL22,EXECUTED
TRD000196,1705333691,AMZN,5854,,BUY5,SEL35,CANCELLED
TRD000197,2024-01-15T17:20:32.000Z,AMZN,5697,371.49,BUY10,SEL11,EXECUTED
TRD000197,2024-01-15T17:20:32.000Z,AMZN,5697,371.49,BUY10,SEL11,EXECUTED
TRD000198,2024-01-15T15:07:10.000Z,TSLA,9670,281.90,BUY3,SEL25,CANCELLED
TRD000199,2024-01-15T15:02:26.000Z,BAC,320,459.34,BUY41,SEL3,CANCELLED
TRD000200,2024-01-15T19:16:29.000Z,AMZN,8735,515.00999999,BUY34,SEL6,EXECUTED
TRD000201,2024-01-15T19:39:53.000Z,GOOGL,3007,102.68,BUY43,SEL20,EXECUTED
TRD000202,2024-01-15T19:35:31.000Z,AMZN,3479,,BUY50,SEL33,CANCELLED
TRD000203,2024-01-15T16:04:47.000Z,MSFT,8451,138.44,BUY34,SEL13,EXECUTED
TRD000204,2024-01-15T16:15:23.000Z,INVALID_SYM,8773,287.98,BUY49,SEL11,EXECUTED
TRD000205,1/15/2024 11:46:55,NVDA,214,117.72,BUY2,SEL46,CANCELLED
TRD000206,1/15/2024 14:6:15,GOOGL,6151,489.44,BUY7,SEL1,EXECUTED
TRD000207,2024-01-15T20:51:44.000Z,TSLA,3680,389.75,BUY25,SEL49,EXECUTED
TRD000208,2024-01-15T17:35:17.000Z,INVALID_SYM,,153.76,BUY42,SEL33,EXECUTED
TRD000209,1705338399,AAPL,5750,408.29,BUY48,SEL14,EXECUTED
TRD000210,2024-01-15T15:07:46.000Z,TSLA,1657,261.59,BUY11,SEL33,CANCELLED
TRD000211,1705332037,GOOGL,2527,495.94,BUY44,SEL10,EXECUTED
TRD000211,1705332037,GOOGL,2527,495.94,BUY44,SEL10,EXECUTED
TRD000212,1705346365,AAPL,8176,362.69,BUY10,SEL24,EXECUTED
TRD000213,2024-01-15T19:10:57.000Z,AAPL,7309,357.49,BUY41,SEL10,EXECUTED
TRD000214,1/15/2024 14:53:35,AMZN,2239,376.66,BUY32,SEL6,EXECUTED
TRD000215,1/15/2024 14:38:34,MSFT,1023,311.57,BUY15,SEL12,EXECUTED
TRD000216,2024-01-15T17:49:36.000Z,GOOGL,9584,315.31,BUY22,SEL21,EXECUTED
TRD000217,2024-01-15T17:47:13.000Z,BAC,2364,65.08999999,BUY15,SEL48,EXECUTED
TRD000217,2024-01-15T17:47:13.000Z,BAC,2364,65.08999999,BUY15,SEL48,EXECUTED
TRD000218,2024-01-15T18:55:29.000Z,BAC,7297,380.99,BUY34,SEL40,EXECUTED
TRD000219,2024-01-15T18:57:18.000Z,TSLA,5562,351.36,BUY40,SEL47,EXECUTED
TRD000220,2024-01-15T15:13:17.000Z,INVALID_SYM,7781,278.80,BUY28,SEL37,EXECUTED
TRD000221,2024-01-15T17:34:47.000Z,INVALID_SYM,10095,307.85,BUY20,SEL11,EXECUTED
TRD000222,1/15/2024 10:49:16,INVALID_SYM,7346,156.81,BUY37,SEL46,EXECUTED
TRD000223,2024-01-15T15:45:26.000Z,AMZN,1536,93.18,BUY9,SEL21,EXECUTED
TRD000224,2024-01-15T16:43:00.000Z,AMZN,7954,63.43,BUY41,SEL11,CANCELLED
TRD000225,2024-01-15T16:05:53.000Z,META,435,291.39,BUY38,SEL30,EXECUTED
TRD000226,2024-01-15T15:25:12.000Z,JPM,2447,64.30999999,BUY4,SEL37,EXECUTED
TRD000227,2024-01-15T18:03:24.000Z,GOOGL,2970,485.69,BUY21,SEL19,CANCELLED
TRD000227,2024-01-15T18:03:24.000Z,GOOGL,2970,485.69,BUY21,SEL19,CANCELLED
TRD000228,2024-01-15T18:13:55.000Z,GOOGL,576,340.16,BUY24,SEL25,EXECUTED
TRD000229,2024-01-15T16:30:40.000Z,INVALID_SYM,2591,332.08,BUY6,SEL47,CANCELLED
TRD000230,2024-01-15T17:19:52.000Z,META,3188,149.02,BUY42,SEL39,EXECUTED
TRD000231,2024-01-15T16:50:37.000Z,MSFT,5988,508.18,BUY46,SEL24,EXECUTED
TRD000231,2024-01-15T16:50:37.000Z,MSFT,5988,508.18,BUY46,SEL24,EXECUTED
TRD000232,1705334502,BAC,4942,297.00,BUY50,SEL11,EXECUTED
TRD000233,2024-01-15T17:45:03.000Z,JPM,3888,109.78,BUY49,SEL50,EXECUTED
TRD000234,2024-01-15T15:21:10.000Z,TSLA,9080,128.82,BUY41,SEL31,CANCELLED
TRD000235,1/15/2024 15:26:44,NVDA,6649,269.57,BUY48,SEL38,EXECUTED
TRD000236,1/15/2024 15:32:3,AAPL,1145,498.76,BUY1,SEL39,EXECUTED
TRD000237,1705341102,GOOGL,9368,84.42,BUY13,SEL47,EXECUTED
TRD000238,2024-01-15T17:58:07.000Z,META,9280,427.13,BUY27,SEL1,EXECUTED
TRD000239,2024-01-15T17:42:11.000Z,JPM,9806,236.84,BUY42,SEL3,EXECUTED
TRD000240,2024-01-15T20:01:15.000Z,NVDA,1880,263.32,BUY49,SEL32,CANCELLED
TRD000240,2024-01-15T20:01:15.000Z,NVDA,1880,263.32,BUY49,SEL32,CANCELLED
TRD000241,2024-01-15T17:43:35.000Z,AMZN,3951,489.70,BUY12,SEL26,EXECUTED
TRD000242,2024-01-15T15:27:27.000Z,MSFT,7432,289.41,BUY18,SEL8,EXECUTED
TRD000243,1/15/2024 11:38:9,GOOGL,5990,382.69,BUY11,SEL37,EXECUTED
TRD000244,2024-01-15T15:19:20.000Z,TSLA,392,408.89,BUY40,SEL39,CANCELLED
TRD000244,2024-01-15T15:19:20.000Z,TSLA,392,408.89,BUY40,SEL39,CANCELLED
TRD000245,2024-01-15T14:41:13.000Z,INVALID_SYM,10052,96.59,BUY35,SEL12,EXECUTED
TRD000246,2024-01-15T18:12:17.000Z,NVDA,8103,520.79,BUY13,SEL21,CANCELLED
TRD000247,2024-01-15T14:45:27.000Z,NVDA,9290,414.20,BUY37,SEL39,CANCELLED
TRD000248,2024-01-15T17:38:15.000Z,NVDA,8154,328.74,BUY19,SEL43,EXECUTED
TRD000249,2024-01-15T16:49:03.000Z,NVDA,6481,361.99,BUY45,SEL9,EXECUTED
TRD000250,1/15/2024 12:18:30,BAC,196,492.91,BUY32,SEL48,CANCELLED
TRD000251,2024-01-15T20:51:12.000Z,GOOGL,5256,478.48999999,BUY2,SEL1,EXECUTED
TRD000252,2024-01-15T17:28:36.000Z,META,9714,420.24,BUY12,SEL18,EXECUTED
TRD000253,2024-01-15T19:14:16.000Z,TSLA,3442,301.13,BUY11,SEL13,EXECUTED
